[2022-06-14 08:00:09,734] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET / HTTP/1.1" 302 0
[2022-06-14 08:00:10,211] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-06-14 08:00:12,872] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-06-14 08:00:12,883] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-06-14 08:11:43,822] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET / HTTP/1.1" 302 0
[2022-06-14 08:11:44,094] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-06-14 08:11:45,130] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2022-06-14 08:11:45,135] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2022-06-14 08:11:48,147] [UserIP.py:89] [UserIP:process_response] [CRITICAL]- 系统错误
[2022-06-14 08:11:48,203] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /login/ HTTP/1.1" 302 0
[2022-06-14 08:11:49,362] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 47230
[2022-06-14 08:11:50,120] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 47230
[2022-06-14 08:11:50,967] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:12:17,394] [log.py:228] [log:log_response] [WARNING]- Method Not Allowed: /api-token-auth/
[2022-06-14 08:12:17,394] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /api-token-auth/ HTTP/1.1" 405 7775
[2022-06-14 08:12:17,755] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:45:20,950] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET / HTTP/1.1" 200 22499
[2022-06-14 08:45:22,360] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:46:36,244] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /CQM/CQM_edit/ HTTP/1.1" 200 64407
[2022-06-14 08:46:36,975] [UserIP.py:87] [UserIP:process_response] [INFO]- 2022-06-14 08:46:36 C1010S3>Edwin None>LAPTOP-1EJQO0D7>311 192.168.0.146 192.168.0.146 /CQM/CQM_edit/ POST
[2022-06-14 08:46:36,992] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /CQM/CQM_edit/ HTTP/1.1" 200 147
[2022-06-14 08:46:37,133] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:46:40,287] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /CQM/api-auth/ HTTP/1.1" 200 22499
[2022-06-14 08:46:40,520] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:47:06,650] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /CQM/api/token/ HTTP/1.1" 200 22499
[2022-06-14 08:47:07,092] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:48:06,799] [log.py:228] [log:log_response] [WARNING]- Method Not Allowed: /CQM/api/token/
[2022-06-14 08:48:06,800] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /CQM/api/token/ HTTP/1.1" 405 7688
[2022-06-14 08:48:07,227] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:48:13,835] [log.py:228] [log:log_response] [WARNING]- Not Found: /CQM/api-auth/
[2022-06-14 08:48:13,836] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /CQM/api-auth/ HTTP/1.1" 404 7799
[2022-06-14 08:48:13,907] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:49:05,975] [log.py:228] [log:log_response] [WARNING]- Not Found: /CQM/api-auth/
[2022-06-14 08:49:05,976] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /CQM/api-auth/ HTTP/1.1" 404 7799
[2022-06-14 08:49:06,018] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:49:07,185] [log.py:228] [log:log_response] [WARNING]- Not Found: /CQM/api-auth/
[2022-06-14 08:49:07,187] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /CQM/api-auth/ HTTP/1.1" 404 7799
[2022-06-14 08:49:07,223] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:49:07,441] [log.py:228] [log:log_response] [WARNING]- Not Found: /CQM/api-auth/
[2022-06-14 08:49:07,442] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /CQM/api-auth/ HTTP/1.1" 404 7799
[2022-06-14 08:49:07,499] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:49:45,641] [log.py:228] [log:log_response] [WARNING]- Not Found: /CQM/api-auth/
[2022-06-14 08:49:45,641] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /CQM/api-auth/ HTTP/1.1" 404 7799
[2022-06-14 08:49:45,696] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 22499
[2022-06-14 08:49:46,749] [log.py:228] [log:log_response] [WARNING]- Not Found: /CQM/api-auth/
