[2020-09-22 11:07:08,011] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/ HTTP/1.1" 302 0
[2020-09-22 11:53:47,547] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:53:47,588] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:53:52,878] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/add/ HTTP/1.1" 200 6494
[2020-09-22 11:53:52,899] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:53:52,940] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:54:42,333] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/ HTTP/1.1" 200 5526
[2020-09-22 11:54:42,370] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:54:45,757] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/menu/ HTTP/1.1" 200 9230
[2020-09-22 11:54:45,783] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:54:45,840] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:54:51,588] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/menu/add/ HTTP/1.1" 200 5969
[2020-09-22 11:54:51,609] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:54:51,649] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:54:57,288] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /admin/app01/menu/add/ HTTP/1.1" 302 0
[2020-09-22 11:54:57,349] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/menu/ HTTP/1.1" 200 9673
[2020-09-22 11:54:57,383] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:54:57,424] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:54:59,578] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/ HTTP/1.1" 200 5526
[2020-09-22 11:54:59,608] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:55:01,645] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 30204
[2020-09-22 11:55:01,678] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:55:01,774] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:55:13,446] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 30204
[2020-09-22 11:55:13,534] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:55:14,464] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/add/ HTTP/1.1" 200 6538
[2020-09-22 11:55:14,513] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:55:23,337] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /admin/app01/permission/add/ HTTP/1.1" 302 0
[2020-09-22 11:55:23,454] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 30923
[2020-09-22 11:55:23,477] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:55:23,547] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:55:39,487] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 30730
[2020-09-22 11:55:39,511] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:55:39,607] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:56:05,905] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/48/change/ HTTP/1.1" 200 6812
[2020-09-22 11:56:05,937] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:56:05,985] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:56:08,814] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 30730
[2020-09-22 11:56:08,879] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:56:12,391] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 30730
[2020-09-22 11:56:12,414] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:56:12,470] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:56:14,433] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 30730
[2020-09-22 11:56:14,467] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:56:14,527] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:56:28,865] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/48/change/ HTTP/1.1" 200 6812
[2020-09-22 11:56:28,886] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:56:28,931] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:56:35,447] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/add/ HTTP/1.1" 200 6538
[2020-09-22 11:56:35,474] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:56:35,522] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:57:10,487] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /admin/app01/permission/add/ HTTP/1.1" 302 0
[2020-09-22 11:57:10,621] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 31449
[2020-09-22 11:57:10,642] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:57:10,711] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:57:12,848] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/add/ HTTP/1.1" 200 6538
[2020-09-22 11:57:12,871] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:57:12,913] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:57:34,144] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /admin/app01/permission/add/ HTTP/1.1" 302 0
[2020-09-22 11:57:34,252] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 31961
[2020-09-22 11:57:34,277] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:57:34,343] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:57:38,422] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/add/ HTTP/1.1" 200 6538
[2020-09-22 11:57:38,443] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:57:38,480] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:59:08,764] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /admin/app01/permission/add/ HTTP/1.1" 302 0
[2020-09-22 11:59:08,892] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 32496
[2020-09-22 11:59:08,913] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:59:09,012] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:59:10,306] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/add/ HTTP/1.1" 200 6538
[2020-09-22 11:59:10,329] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:59:10,364] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 11:59:55,640] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /admin/app01/permission/add/ HTTP/1.1" 302 0
[2020-09-22 11:59:55,762] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/permission/ HTTP/1.1" 200 33000
[2020-09-22 11:59:55,786] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 11:59:55,882] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:00:11,029] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/ HTTP/1.1" 200 25972
[2020-09-22 12:00:11,071] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:00:12,808] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/userinfo/ HTTP/1.1" 200 55528
[2020-09-22 12:00:12,834] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 12:00:12,918] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:00:21,423] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/ HTTP/1.1" 200 25972
[2020-09-22 12:00:21,460] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:00:26,008] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/role/ HTTP/1.1" 200 7213
[2020-09-22 12:00:26,030] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 12:00:26,077] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:00:45,728] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/role/1/change/ HTTP/1.1" 200 8813
[2020-09-22 12:00:45,753] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 12:00:45,795] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:01:03,521] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /admin/app01/role/1/change/ HTTP/1.1" 302 0
[2020-09-22 12:01:03,565] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/app01/role/ HTTP/1.1" 200 7373
[2020-09-22 12:01:03,587] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/jsi18n/ HTTP/1.1" 200 7684
[2020-09-22 12:01:03,643] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:01:08,527] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /admin/ HTTP/1.1" 200 25972
[2020-09-22 12:01:08,574] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:01:13,068] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 39821
[2020-09-22 12:01:13,230] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 39821
[2020-09-22 12:01:13,506] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 16944
[2020-09-22 12:01:20,636] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /logout/ HTTP/1.1" 302 0
[2020-09-22 12:01:20,639] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2020-09-22 12:01:20,706] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 302 0
[2020-09-22 12:01:20,736] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /login/ HTTP/1.1" 200 4677
[2020-09-22 12:01:22,613] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /login/ HTTP/1.1" 302 0
[2020-09-22 12:01:22,643] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 40399
[2020-09-22 12:01:22,769] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /index/ HTTP/1.1" 200 40399
[2020-09-22 12:01:22,915] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 17522
[2020-09-22 12:01:29,011] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-upload/ HTTP/1.1" 200 36091
[2020-09-22 12:01:29,186] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 17522
[2020-09-22 12:01:31,257] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-edit/ HTTP/1.1" 200 50698
[2020-09-22 12:01:31,723] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-edit/ HTTP/1.1" 200 125
[2020-09-22 12:01:31,784] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 17522
[2020-09-22 12:01:35,495] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-search/ HTTP/1.1" 200 41711
[2020-09-22 12:01:35,889] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 17522
[2020-09-22 12:01:35,892] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-search/ HTTP/1.1" 200 5652
[2020-09-22 12:01:36,771] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-edit/ HTTP/1.1" 200 50698
[2020-09-22 12:01:37,139] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-edit/ HTTP/1.1" 200 125
[2020-09-22 12:01:37,144] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 17522
[2020-09-22 12:01:40,795] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-edit/ HTTP/1.1" 200 11662
[2020-09-22 12:01:41,504] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-edit/ HTTP/1.1" 200 1331
[2020-09-22 12:01:43,587] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-search/ HTTP/1.1" 200 41711
[2020-09-22 12:01:43,986] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-search/ HTTP/1.1" 200 5652
[2020-09-22 12:01:43,989] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 17522
[2020-09-22 12:01:47,343] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-search/ HTTP/1.1" 200 118065
[2020-09-22 12:01:52,773] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-summary/ HTTP/1.1" 200 50981
[2020-09-22 12:01:53,200] [basehttp.py:154] [basehttp:log_message] [INFO]- "POST /INVGantt/INVGantt-summary/ HTTP/1.1" 200 2
[2020-09-22 12:01:53,259] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /favicon.ico HTTP/1.1" 200 17522
[2020-09-22 12:02:57,374] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/axios.min.map HTTP/1.1" 404 1773
[2020-09-22 12:02:57,374] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/xlsx/FileSaver.min.js.map HTTP/1.1" 404 1809
[2020-09-22 12:02:57,374] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/js/lib/bootstrap.min.js.map HTTP/1.1" 404 1806
[2020-09-22 12:02:57,404] [basehttp.py:154] [basehttp:log_message] [WARNING]- "GET /static/css/bootstrap.min.css.map HTTP/1.1" 404 1800
[2020-09-22 12:02:59,862] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /INVGantt/INVGantt-summary/ HTTP/1.1" 200 50981
[2020-09-22 12:02:59,907] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/calendar2/pignose.calendar.min.css HTTP/1.1" 200 14709
[2020-09-22 12:02:59,908] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/chartist/chartist.min.css HTTP/1.1" 200 11508
[2020-09-22 12:02:59,910] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/download_UPK/element-ui@2.12.0/lib/theme-chalk/index.css HTTP/1.1" 200 232694
[2020-09-22 12:02:59,919] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/owl.carousel.min.css HTTP/1.1" 200 3011
[2020-09-22 12:02:59,921] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/themify-icons.css HTTP/1.1" 200 17551
[2020-09-22 12:02:59,922] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/font-awesome.min.css HTTP/1.1" 200 38722
[2020-09-22 12:02:59,929] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/owl.theme.default.min.css HTTP/1.1" 200 1003
[2020-09-22 12:02:59,930] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/menubar/sidebar.css HTTP/1.1" 200 17210
[2020-09-22 12:02:59,930] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/weather-icons.css HTTP/1.1" 200 30752
[2020-09-22 12:02:59,945] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/lib/helper.css HTTP/1.1" 200 55773
[2020-09-22 12:02:59,946] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/style.css HTTP/1.1" 200 91465
[2020-09-22 12:02:59,947] [basehttp.py:154] [basehttp:log_message] [INFO]- "GET /static/css/bootstrap.min.css HTTP/1.1" 200 144877
